age,year,startmonth,endmonth,string,b0,b1,b2,b3,b4,b5,b6,b7
15,2015,1,12,1/2014-12/2015,0.009397632,0.040455285,0.01383732,0.000781976,0.010669003,0.010575653,0.897447862,0.016835271
16,2015,1,12,1/2014-12/2015,0.017653275,0.114420423,0.037162321,0.00036967,0.013609624,0.010087223,0.790134476,0.016562988
17,2015,1,12,1/2014-12/2015,0.028952778,0.215762346,0.044363806,0.000702652,0.014885431,0.013358864,0.664566888,0.017407234
18,2015,1,12,1/2014-12/2015,0.097951983,0.260403583,0.069006881,0.001838562,0.014937579,0.025295099,0.496882054,0.033684261
19,2015,1,12,1/2014-12/2015,0.190954691,0.275578335,0.084909698,0.001567829,0.022427506,0.040785012,0.349669967,0.034106961
20,2015,1,12,1/2014-12/2015,0.262127738,0.279771131,0.07068752,0.003951707,0.024669503,0.0419543,0.28987255,0.02696555
21,2015,1,12,1/2014-12/2015,0.319296507,0.265804856,0.072702394,0.00306707,0.024601842,0.047941428,0.242321502,0.0242644
22,2015,1,12,1/2014-12/2015,0.410428353,0.226851263,0.069650806,0.005319071,0.030647583,0.056482052,0.175536752,0.025084119
23,2015,1,12,1/2014-12/2015,0.501399537,0.191608868,0.068238393,0.005285083,0.030500105,0.06050136,0.118435738,0.024030915
24,2015,1,12,1/2014-12/2015,0.558450253,0.16550737,0.065841244,0.003507601,0.028050713,0.063527309,0.092858151,0.02225736
25,2015,1,12,1/2014-12/2015,0.604469135,0.131842485,0.056030064,0.004009679,0.031782502,0.079016743,0.068557196,0.024292196
26,2015,1,12,1/2014-12/2015,0.625915409,0.124567845,0.052427053,0.005995522,0.028400379,0.090635269,0.055255051,0.016803472
27,2015,1,12,1/2014-12/2015,0.633890097,0.114945537,0.052632661,0.006264148,0.033334962,0.093252015,0.047457091,0.018223489
28,2015,1,12,1/2014-12/2015,0.66911514,0.102328401,0.042735893,0.007228426,0.035627401,0.093621765,0.033857314,0.01548566
29,2015,1,12,1/2014-12/2015,0.675984317,0.097532789,0.044803168,0.009299627,0.029060993,0.09922858,0.030019147,0.014071379
30,2015,1,12,1/2014-12/2015,0.682565611,0.098398803,0.04195567,0.006203677,0.035477607,0.097999905,0.023520907,0.013877822
31,2015,1,12,1/2014-12/2015,0.680327557,0.093570757,0.04095994,0.007218794,0.037526498,0.108673141,0.020225359,0.011497954
32,2015,1,12,1/2014-12/2015,0.668559842,0.09753067,0.039999409,0.007056031,0.039319112,0.112877417,0.020581493,0.014076026
33,2015,1,12,1/2014-12/2015,0.676109738,0.095457255,0.040904242,0.007439361,0.039670798,0.108770333,0.016968481,0.014679792
34,2015,1,12,1/2014-12/2015,0.684705479,0.09196475,0.039978622,0.007283565,0.036781808,0.109150682,0.017756864,0.01237823
35,2015,1,12,1/2014-12/2015,0.673696336,0.094224976,0.036703885,0.005566334,0.044894431,0.113635032,0.018065785,0.013213221
36,2015,1,12,1/2014-12/2015,0.688312963,0.094591219,0.037521729,0.006268958,0.044508624,0.106404131,0.011837807,0.010554568
37,2015,1,12,1/2014-12/2015,0.690858888,0.09286866,0.036307943,0.008120774,0.041712105,0.108529532,0.010763565,0.010838532
38,2015,1,12,1/2014-12/2015,0.688549317,0.094699594,0.037592619,0.006422219,0.048014124,0.103581076,0.010624382,0.010516669
39,2015,1,12,1/2014-12/2015,0.699010882,0.095014039,0.035073805,0.005541123,0.045403287,0.101646826,0.009599663,0.008710375
40,2015,1,12,1/2014-12/2015,0.698952976,0.092428169,0.033730355,0.009173691,0.047264535,0.097808461,0.009338573,0.011303241
41,2015,1,12,1/2014-12/2015,0.701357531,0.085239566,0.031846777,0.007858652,0.058277065,0.097009378,0.00830328,0.010107751
42,2015,1,12,1/2014-12/2015,0.692609338,0.094503176,0.034185746,0.010301894,0.054347754,0.096692757,0.007912344,0.00944699
43,2015,1,12,1/2014-12/2015,0.706182689,0.096347952,0.031789909,0.008494822,0.054515825,0.084734704,0.008453814,0.009480285
44,2015,1,12,1/2014-12/2015,0.705400429,0.086992621,0.032023663,0.009923483,0.065160481,0.083536978,0.006130596,0.010831748
45,2015,1,12,1/2014-12/2015,0.706191631,0.088915507,0.028737334,0.010744213,0.061050276,0.088011796,0.00738612,0.008963125
46,2015,1,12,1/2014-12/2015,0.695530102,0.092751656,0.030412797,0.011975801,0.069822246,0.083063176,0.006808819,0.009635403
47,2015,1,12,1/2014-12/2015,0.691282494,0.092143516,0.030593552,0.009834596,0.08121408,0.081728694,0.004165234,0.009037835
48,2015,1,12,1/2014-12/2015,0.689028732,0.08384201,0.030219315,0.01304808,0.085436582,0.080347253,0.006611859,0.011466168
49,2015,1,12,1/2014-12/2015,0.675187476,0.085467336,0.031930654,0.016002696,0.09232551,0.080546529,0.005946411,0.01259339
50,2015,1,12,1/2014-12/2015,0.688394902,0.079731474,0.026783397,0.024862903,0.091491734,0.073646349,0.005087905,0.010001336
51,2015,1,12,1/2014-12/2015,0.670379347,0.08763144,0.030519453,0.029384496,0.100244498,0.067100042,0.0041974,0.010543324
52,2015,1,12,1/2014-12/2015,0.67112714,0.092103617,0.028792377,0.034714723,0.09865817,0.059404483,0.004725168,0.010474322
53,2015,1,12,1/2014-12/2015,0.674698955,0.085400233,0.030450266,0.036288975,0.105544126,0.05508846,0.0029266,0.009602386
54,2015,1,12,1/2014-12/2015,0.646788769,0.084388222,0.029358019,0.045385348,0.11826969,0.061444569,0.003647798,0.010717586
55,2015,1,12,1/2014-12/2015,0.631352569,0.093725584,0.027433796,0.059493753,0.117367268,0.054308318,0.004025598,0.012293115
56,2015,1,12,1/2014-12/2015,0.613664451,0.086748098,0.028820251,0.075272133,0.12433759,0.055173761,0.00254716,0.013436556
57,2015,1,12,1/2014-12/2015,0.604407394,0.093380572,0.025456577,0.090293207,0.127007503,0.046004362,0.001674976,0.01177541
58,2015,1,12,1/2014-12/2015,0.586875878,0.090179897,0.025378019,0.100783514,0.133538685,0.050390103,0.00128212,0.011571785
59,2015,1,12,1/2014-12/2015,0.546770915,0.092891874,0.029281102,0.128704439,0.136093241,0.05124432,0.002390703,0.012623407
60,2015,1,12,1/2014-12/2015,0.526712358,0.094204903,0.02518983,0.155356963,0.142903487,0.04019264,0.001211583,0.014228238
61,2015,1,12,1/2014-12/2015,0.485445438,0.10009822,0.02453624,0.202714003,0.136860658,0.037975978,0.00080964,0.011559822
62,2015,1,12,1/2014-12/2015,0.429356885,0.10481102,0.018764207,0.275974513,0.127148141,0.029404175,0.00120738,0.01333368
63,2015,1,12,1/2014-12/2015,0.375985188,0.108184758,0.018840358,0.335220876,0.124764094,0.023927865,0.000724452,0.01235241
64,2015,1,12,1/2014-12/2015,0.336311138,0.10273002,0.017696333,0.396266577,0.110891509,0.02120915,0.000950684,0.01394459
65,2015,1,12,1/2014-12/2015,0.287768616,0.105039905,0.01285144,0.475107839,0.090775675,0.016981781,0.000792553,0.010682191
66,2015,1,12,1/2014-12/2015,0.23301043,0.108883707,0.012403326,0.551773325,0.068109247,0.014029208,0.00031323,0.011477526
67,2015,1,12,1/2014-12/2015,0.194669117,0.10593134,0.014678675,0.597384664,0.060403853,0.012258988,0.001031453,0.013641912
68,2015,1,12,1/2014-12/2015,0.173201917,0.099571634,0.01285974,0.629185997,0.061544492,0.010588066,0.000315179,0.012732975
69,2015,1,12,1/2014-12/2015,0.153197927,0.097729391,0.008572615,0.661395899,0.056115951,0.012481489,0.000349024,0.010157705
70,2015,1,12,1/2014-12/2015,0.131931783,0.092651335,0.007801847,0.695728782,0.048197588,0.009849179,0.000911945,0.012927539
71,2015,1,12,1/2014-12/2015,0.108508538,0.089774131,0.00779939,0.724109166,0.050466448,0.008895648,0.000416924,0.010029754
72,2015,1,12,1/2014-12/2015,0.100929794,0.077482961,0.00573181,0.760080646,0.037976797,0.006136706,0.000668059,0.010993226
73,2015,1,12,1/2014-12/2015,0.081364783,0.080810927,0.008582256,0.770901104,0.039228807,0.007910789,0.000351071,0.010850264
74,2015,1,12,1/2014-12/2015,0.072853862,0.061451262,0.006406729,0.805243337,0.035479608,0.007923729,0.001068334,0.009573139
75,2015,1,12,1/2014-12/2015,0.077558215,0.069824533,0.005777022,0.79089681,0.038325662,0.007402936,0.000408484,0.009806338
15,2014,1,12,1/2013-12/2014,0.009995331,0.035228478,0.016331958,0.000443324,0.009210343,0.01144616,0.902613793,0.014730612
16,2014,1,12,1/2013-12/2014,0.015490657,0.10639971,0.042201148,0.000719064,0.011889059,0.011577147,0.796772211,0.014951004
17,2014,1,12,1/2013-12/2014,0.025710315,0.206602529,0.054012031,0.000978954,0.014770181,0.015172608,0.665389743,0.017363639
18,2014,1,12,1/2013-12/2014,0.091673172,0.247889613,0.080956843,0.000563811,0.019194246,0.029220891,0.494727759,0.035773665
19,2014,1,12,1/2013-12/2014,0.179882716,0.278071947,0.092362563,0.002402854,0.01870332,0.03660364,0.354211196,0.037761764
20,2014,1,12,1/2013-12/2014,0.247986075,0.278599139,0.084620995,0.003150547,0.021556079,0.047729365,0.285122773,0.031235027
21,2014,1,12,1/2013-12/2014,0.309792851,0.269655839,0.085328628,0.002561885,0.028095316,0.050686915,0.225534506,0.028344059
22,2014,1,12,1/2013-12/2014,0.398629821,0.233837001,0.081870322,0.003941747,0.026981596,0.061297157,0.165151918,0.028290438
23,2014,1,12,1/2013-12/2014,0.484947574,0.200418484,0.083729548,0.003204774,0.026288456,0.059879116,0.116379076,0.025152973
24,2014,1,12,1/2013-12/2014,0.54445877,0.167198058,0.06922196,0.002787947,0.029515978,0.068630964,0.096238575,0.021947747
25,2014,1,12,1/2013-12/2014,0.586042771,0.140177375,0.067868391,0.006041026,0.02939876,0.07735412,0.073483753,0.019633804
26,2014,1,12,1/2013-12/2014,0.602694856,0.125876213,0.062040802,0.004361904,0.03299209,0.088876338,0.064238865,0.018918933
27,2014,1,12,1/2013-12/2014,0.63580734,0.117786399,0.054416667,0.007085768,0.030897564,0.094706225,0.043726669,0.015573368
28,2014,1,12,1/2013-12/2014,0.652530022,0.106393614,0.057536717,0.006989384,0.03027802,0.093633486,0.037048883,0.015589872
29,2014,1,12,1/2013-12/2014,0.657557241,0.099220992,0.051281394,0.006777657,0.035097371,0.101829795,0.034462734,0.013772815
30,2014,1,12,1/2013-12/2014,0.665114386,0.102260327,0.047173169,0.007042431,0.033806825,0.107009132,0.023711637,0.013882092
31,2014,1,12,1/2013-12/2014,0.674259177,0.100298439,0.048850868,0.007445959,0.032638908,0.102240138,0.020440698,0.013825813
32,2014,1,12,1/2013-12/2014,0.669318802,0.095779997,0.050977589,0.007532941,0.039961542,0.105904414,0.017020191,0.013504524
33,2014,1,12,1/2013-12/2014,0.670859191,0.096680281,0.047647807,0.006418072,0.0387272,0.1082233,0.018037148,0.013406999
34,2014,1,12,1/2013-12/2014,0.668554982,0.098752523,0.046426713,0.006649957,0.038938118,0.110087409,0.018038399,0.0125519
35,2014,1,12,1/2013-12/2014,0.674525166,0.101260392,0.039424072,0.008502528,0.045671917,0.10439911,0.01408457,0.012132245
36,2014,1,12,1/2013-12/2014,0.680441074,0.099695885,0.041621794,0.006845318,0.042666445,0.102976685,0.014896096,0.010856704
37,2014,1,12,1/2013-12/2014,0.680649327,0.092178467,0.043656391,0.00979038,0.044831682,0.107021463,0.013653218,0.008219072
38,2014,1,12,1/2013-12/2014,0.684184359,0.093071464,0.042264149,0.007355596,0.047216231,0.103605462,0.012124199,0.010178539
39,2014,1,12,1/2013-12/2014,0.681944396,0.098115934,0.041663119,0.008613349,0.045908036,0.10152918,0.012967463,0.009258524
40,2014,1,12,1/2013-12/2014,0.698576328,0.092697424,0.034661036,0.006896888,0.050005874,0.098605691,0.01001214,0.008544619
41,2014,1,12,1/2013-12/2014,0.6903757,0.093931036,0.037018061,0.007025604,0.053623446,0.098114891,0.008449403,0.011461859
42,2014,1,12,1/2013-12/2014,0.693228468,0.095317234,0.03792969,0.009136429,0.052435937,0.08901193,0.010953048,0.011987264
43,2014,1,12,1/2013-12/2014,0.695159101,0.090018922,0.040672236,0.008085461,0.058971401,0.087365119,0.008147718,0.011580041
44,2014,1,12,1/2013-12/2014,0.688720163,0.091529974,0.038373192,0.010186573,0.060244928,0.092501518,0.007469237,0.010974415
45,2014,1,12,1/2013-12/2014,0.689755757,0.096924612,0.033106631,0.010552429,0.069711844,0.084663704,0.006501993,0.008783028
46,2014,1,12,1/2013-12/2014,0.692214969,0.091239612,0.039945885,0.011819854,0.067969936,0.081841868,0.006076193,0.008891683
47,2014,1,12,1/2013-12/2014,0.67961632,0.089441941,0.037315044,0.013466387,0.089624563,0.073764856,0.007406086,0.009364803
48,2014,1,12,1/2013-12/2014,0.687020451,0.085131428,0.034795756,0.015469663,0.081293122,0.07972899,0.005657046,0.010903544
49,2014,1,12,1/2013-12/2014,0.674887895,0.092440711,0.038987742,0.013492929,0.092793689,0.07307101,0.004480511,0.009845514
50,2014,1,12,1/2013-12/2014,0.674857361,0.083859807,0.034240064,0.023291119,0.096940549,0.069501484,0.006245789,0.011063826
51,2014,1,12,1/2013-12/2014,0.666312571,0.088719463,0.034373876,0.028914945,0.100215589,0.065957033,0.004304629,0.011201894
52,2014,1,12,1/2013-12/2014,0.667425811,0.087692831,0.034805953,0.03624245,0.103611102,0.057270606,0.003598483,0.009352765
53,2014,1,12,1/2013-12/2014,0.659374305,0.084538647,0.031850073,0.041049572,0.109513266,0.058239519,0.003957622,0.011476996
54,2014,1,12,1/2013-12/2014,0.649369917,0.090271389,0.033167389,0.046021762,0.111148474,0.057007149,0.003194169,0.009819752
55,2014,1,12,1/2013-12/2014,0.625932271,0.093356108,0.034010757,0.055518854,0.122987627,0.055345532,0.002537345,0.010311505
56,2014,1,12,1/2013-12/2014,0.602303198,0.098450881,0.031009227,0.075328303,0.131880846,0.048546476,0.001997202,0.010483867
57,2014,1,12,1/2013-12/2014,0.594099064,0.096111135,0.02976001,0.090539661,0.129575561,0.047436604,0.001378024,0.011099941
58,2014,1,12,1/2013-12/2014,0.567081698,0.093371647,0.032139401,0.103229259,0.140216734,0.050367396,0.001599602,0.011994262
59,2014,1,12,1/2013-12/2014,0.558578942,0.096085829,0.031137236,0.123934354,0.125907416,0.04901783,0.002124496,0.013213897
60,2014,1,12,1/2013-12/2014,0.523389125,0.098086001,0.030513509,0.162306148,0.129857179,0.042686016,0.001485448,0.011676573
61,2014,1,12,1/2013-12/2014,0.487975116,0.104745888,0.029748682,0.193361754,0.136388016,0.034004148,0.001506125,0.012270272
62,2014,1,12,1/2013-12/2014,0.423294195,0.108957875,0.02150336,0.282046808,0.121949575,0.028335775,0.001491502,0.012420911
63,2014,1,12,1/2013-12/2014,0.379700534,0.104844001,0.018291095,0.337394483,0.116209897,0.030161315,0.001115108,0.012283566
64,2014,1,12,1/2013-12/2014,0.330673447,0.10932003,0.023019837,0.389801675,0.108786954,0.023433575,0.001189062,0.013775419
65,2014,1,12,1/2013-12/2014,0.266817054,0.10303924,0.016877495,0.488349273,0.091637628,0.019448675,0.000734351,0.013096284
66,2014,1,12,1/2013-12/2014,0.214844926,0.110777469,0.013365995,0.563561183,0.069118031,0.016406024,0.00020968,0.011716693
67,2014,1,12,1/2013-12/2014,0.193096705,0.102741234,0.015391124,0.602418352,0.060426537,0.012232299,0.0007762,0.012917549
68,2014,1,12,1/2013-12/2014,0.165489312,0.102256033,0.016051197,0.629125106,0.062160832,0.012789443,0.000356401,0.011771676
69,2014,1,12,1/2013-12/2014,0.150314485,0.101500965,0.012861734,0.656417304,0.056684911,0.0107373,0.000391547,0.011091755
70,2014,1,12,1/2013-12/2014,0.118817221,0.091175995,0.010719869,0.707632139,0.047856011,0.009776535,0.000353605,0.013668623
71,2014,1,12,1/2013-12/2014,0.114602981,0.086741244,0.009604593,0.722784092,0.044813219,0.008803441,0.000836246,0.011814185
72,2014,1,12,1/2013-12/2014,0.094046145,0.088211321,0.010392364,0.74498771,0.046130997,0.007520604,0.000484718,0.00822614
73,2014,1,12,1/2013-12/2014,0.081727922,0.074406364,0.008400746,0.775908119,0.04202983,0.006002708,0.000397118,0.011127194
74,2014,1,12,1/2013-12/2014,0.075653425,0.083581408,0.005651777,0.781095614,0.036534728,0.007619771,0.000655685,0.009207592
75,2014,1,12,1/2013-12/2014,0.067432912,0.073242523,0.005733798,0.792044208,0.047835856,0.006054944,0.000174623,0.007481137
15,2013,1,12,1/2012-12/2013,0.008168796,0.031956105,0.017793595,0.000271382,0.011383254,0.012270046,0.90261106,0.015545762
16,2013,1,12,1/2012-12/2013,0.014199989,0.107300973,0.050193385,0.000409673,0.010622692,0.011880633,0.78957735,0.015815305
17,2013,1,12,1/2012-12/2013,0.02719436,0.185900317,0.06921158,0.000690447,0.013475135,0.013999082,0.672595479,0.0169336
18,2013,1,12,1/2012-12/2013,0.08460834,0.235620342,0.095384166,0.001530126,0.01984131,0.031091031,0.4957333,0.036191384
19,2013,1,12,1/2012-12/2013,0.176393553,0.272768738,0.105653101,0.002544769,0.023494666,0.039371923,0.345143932,0.034629317
20,2013,1,12,1/2012-12/2013,0.240840866,0.270774409,0.098640488,0.003121133,0.02453563,0.049687492,0.278842481,0.033557501
21,2013,1,12,1/2012-12/2013,0.291354638,0.277565815,0.096809569,0.002615198,0.025375177,0.054467672,0.223678415,0.028133516
22,2013,1,12,1/2012-12/2013,0.386770283,0.233644254,0.095796807,0.003624551,0.028138195,0.0624348,0.160806667,0.028784443
23,2013,1,12,1/2012-12/2013,0.464784705,0.198867617,0.089311204,0.002757439,0.030101062,0.064052992,0.126066511,0.02405847
24,2013,1,12,1/2012-12/2013,0.526464619,0.170041305,0.079340328,0.005616112,0.027663314,0.074153772,0.094497765,0.022222786
25,2013,1,12,1/2012-12/2013,0.57518744,0.139757048,0.070992177,0.006031269,0.02993542,0.083090565,0.075967957,0.019038123
26,2013,1,12,1/2012-12/2013,0.598177064,0.132188288,0.065905392,0.007048317,0.031633029,0.091047766,0.055781597,0.018218547
27,2013,1,12,1/2012-12/2013,0.62413282,0.11878897,0.066989624,0.004326919,0.03123105,0.089018827,0.049022744,0.016489046
28,2013,1,12,1/2012-12/2013,0.649777565,0.101280251,0.063389055,0.006039184,0.032698042,0.09391908,0.037204996,0.015691827
29,2013,1,12,1/2012-12/2013,0.648655671,0.108100579,0.061820627,0.006601657,0.034793407,0.097189783,0.030602612,0.012235663
30,2013,1,12,1/2012-12/2013,0.65187531,0.10554018,0.062802608,0.006812451,0.03113142,0.102016738,0.025681791,0.014139502
31,2013,1,12,1/2012-12/2013,0.665089434,0.096438424,0.05950605,0.006698484,0.036941422,0.102514891,0.020527286,0.012284008
32,2013,1,12,1/2012-12/2013,0.671329189,0.097741632,0.051182721,0.007678409,0.034193908,0.106118264,0.021139068,0.010616809
33,2013,1,12,1/2012-12/2013,0.668995889,0.097124276,0.054677667,0.008030562,0.034327019,0.106018083,0.020520853,0.010305652
34,2013,1,12,1/2012-12/2013,0.667201985,0.097784239,0.05213011,0.006594213,0.044668403,0.101083467,0.017967353,0.012570231
35,2013,1,12,1/2012-12/2013,0.675413015,0.095990383,0.049124923,0.00701182,0.041504095,0.106158209,0.015685506,0.009112049
36,2013,1,12,1/2012-12/2013,0.671159311,0.096966594,0.05313578,0.007731006,0.0402261,0.106337883,0.01465452,0.009788806
37,2013,1,12,1/2012-12/2013,0.671447594,0.101996287,0.051302873,0.008654471,0.042599441,0.10249967,0.012662107,0.008837557
38,2013,1,12,1/2012-12/2013,0.663947829,0.099750529,0.054771148,0.008376702,0.048489011,0.100983207,0.012423164,0.011258411
39,2013,1,12,1/2012-12/2013,0.67306361,0.101571088,0.050489802,0.008125267,0.047482244,0.097026319,0.011815125,0.010426546
40,2013,1,12,1/2012-12/2013,0.681756137,0.092003131,0.045711286,0.007808216,0.046794146,0.105157815,0.011240952,0.009528317
41,2013,1,12,1/2012-12/2013,0.688656175,0.091253783,0.047379794,0.008745088,0.050825036,0.092462369,0.0113473,0.009330455
42,2013,1,12,1/2012-12/2013,0.683846557,0.093073547,0.04990603,0.008813875,0.051789383,0.092496657,0.009992734,0.010081218
43,2013,1,12,1/2012-12/2013,0.686940789,0.095221407,0.045393623,0.008180563,0.056943982,0.08733032,0.009246451,0.010742865
44,2013,1,12,1/2012-12/2013,0.681753942,0.09285796,0.042609929,0.007587114,0.06766824,0.089550283,0.008675178,0.009297353
45,2013,1,12,1/2012-12/2013,0.678199915,0.096028573,0.044070641,0.010928414,0.066591625,0.085031147,0.007352811,0.011796875
46,2013,1,12,1/2012-12/2013,0.675383385,0.093271725,0.049102991,0.010364452,0.075848878,0.079241879,0.00696648,0.00982021
47,2013,1,12,1/2012-12/2013,0.673071706,0.093352502,0.044610712,0.013382731,0.079883636,0.077557697,0.008045666,0.010095349
48,2013,1,12,1/2012-12/2013,0.673325798,0.087287465,0.046441303,0.011831237,0.090343891,0.073829837,0.007351447,0.009589021
49,2013,1,12,1/2012-12/2013,0.668161659,0.092397541,0.047025571,0.013312905,0.089095543,0.074132034,0.006165721,0.009709026
50,2013,1,12,1/2012-12/2013,0.669991612,0.086994386,0.042771749,0.022401117,0.097919611,0.063973458,0.005362438,0.010585628
51,2013,1,12,1/2012-12/2013,0.657919438,0.091220015,0.042849578,0.028422765,0.100892214,0.0656811,0.004003742,0.009011148
52,2013,1,12,1/2012-12/2013,0.651896822,0.090292833,0.04488342,0.034442355,0.107401735,0.058389692,0.003542919,0.009150225
53,2013,1,12,1/2012-12/2013,0.638398633,0.094877512,0.044365477,0.037801448,0.109480093,0.060494227,0.003906972,0.010675638
54,2013,1,12,1/2012-12/2013,0.631963787,0.092582865,0.047268542,0.04882817,0.112878067,0.050998773,0.002672184,0.012807613
55,2013,1,12,1/2012-12/2013,0.619522005,0.089703237,0.041976427,0.061058813,0.120461668,0.05346832,0.002590248,0.011219282
56,2013,1,12,1/2012-12/2013,0.596983849,0.098398366,0.038934422,0.074863196,0.126735719,0.050798044,0.002333645,0.010952758
57,2013,1,12,1/2012-12/2013,0.601002369,0.089798324,0.037694302,0.080490731,0.127800154,0.051641173,0.002646587,0.00892636
58,2013,1,12,1/2012-12/2013,0.582268252,0.092180339,0.038528456,0.103675313,0.121163585,0.048294157,0.002672029,0.011217869
59,2013,1,12,1/2012-12/2013,0.553679118,0.098317671,0.037189404,0.123060057,0.126349486,0.048724342,0.001958804,0.010721118
60,2013,1,12,1/2012-12/2013,0.513735864,0.101617249,0.038435236,0.163974524,0.13011214,0.039148689,0.001557871,0.011418427
61,2013,1,12,1/2012-12/2013,0.470520746,0.105997682,0.033020047,0.208834056,0.127421565,0.038970688,0.00155908,0.013676136
62,2013,1,12,1/2012-12/2013,0.412650619,0.108867119,0.02557477,0.289086453,0.122426433,0.028024828,0.00096289,0.012406888
63,2013,1,12,1/2012-12/2013,0.365631122,0.10481392,0.024884396,0.347276883,0.115436946,0.030283666,0.00067494,0.010998127
64,2013,1,12,1/2012-12/2013,0.321469935,0.107439371,0.023585135,0.40819253,0.098768697,0.02601438,0.001134659,0.013395293
65,2013,1,12,1/2012-12/2013,0.257602954,0.114835204,0.018998948,0.485826173,0.092795595,0.016800775,0.001001593,0.012138759
66,2013,1,12,1/2012-12/2013,0.205050591,0.112487399,0.021653242,0.563695891,0.068539499,0.015064356,0.00064455,0.012864473
67,2013,1,12,1/2012-12/2013,0.189122223,0.111821577,0.0193461,0.5883953,0.063125896,0.014377733,0.000481731,0.01332944
68,2013,1,12,1/2012-12/2013,0.173933001,0.106817018,0.013677614,0.618868663,0.058873862,0.013953323,0.000524631,0.013351888
69,2013,1,12,1/2012-12/2013,0.131662509,0.100321313,0.014584416,0.673993894,0.056297902,0.011398518,0.000848911,0.010892537
70,2013,1,12,1/2012-12/2013,0.127311325,0.089914775,0.011421277,0.701901823,0.047127733,0.009241417,0.000839461,0.012242188
71,2013,1,12,1/2012-12/2013,0.104051053,0.094078137,0.009992223,0.72686901,0.044791796,0.008725101,0.000233337,0.011259344
72,2013,1,12,1/2012-12/2013,0.088551737,0.08610348,0.009032625,0.756765299,0.041784579,0.007997411,0.000469611,0.009295257
73,2013,1,12,1/2012-12/2013,0.080958161,0.086250375,0.007639105,0.764733781,0.039493289,0.010549426,0.00036109,0.010014773
74,2013,1,12,1/2012-12/2013,0.078396946,0.078664862,0.010771348,0.767012825,0.046316813,0.008943492,0.001104993,0.00878872
75,2013,1,12,1/2012-12/2013,0.06225428,0.067819109,0.005525335,0.803805889,0.037506781,0.014055858,0.000936444,0.008096303
15,2012,1,12,1/2011-12/2012,0.007766882,0.036833362,0.018110908,0.000598557,0.007955937,0.011582924,0.90044529,0.016706138
16,2012,1,12,1/2011-12/2012,0.012756334,0.101693322,0.053417394,0.000286537,0.014213782,0.012101708,0.790189913,0.01534101
17,2012,1,12,1/2011-12/2012,0.023444807,0.182110155,0.067010127,0.000236066,0.013011726,0.015823345,0.679776301,0.018587473
18,2012,1,12,1/2011-12/2012,0.078338757,0.244616912,0.101374794,0.000926106,0.0167228,0.028820057,0.49233977,0.036860804
19,2012,1,12,1/2011-12/2012,0.165878636,0.270128879,0.108794152,0.002268162,0.023994096,0.040666253,0.354422185,0.033847638
20,2012,1,12,1/2011-12/2012,0.234869364,0.279319479,0.106308587,0.001517754,0.023062678,0.050878022,0.272774025,0.031270092
21,2012,1,12,1/2011-12/2012,0.288614058,0.283116174,0.101581966,0.002491282,0.025301487,0.050368687,0.220713225,0.02781312
22,2012,1,12,1/2011-12/2012,0.373111555,0.247778461,0.089990859,0.003921133,0.023796205,0.064141406,0.172135795,0.025124586
23,2012,1,12,1/2011-12/2012,0.485985265,0.189088311,0.090915596,0.004471341,0.026946033,0.064156821,0.115379286,0.023057347
24,2012,1,12,1/2011-12/2012,0.529048494,0.169684041,0.086313172,0.004089402,0.027345847,0.068157451,0.095015185,0.020346408
25,2012,1,12,1/2011-12/2012,0.571686906,0.138007732,0.083038617,0.003700038,0.029328849,0.085414211,0.069446639,0.019377008
26,2012,1,12,1/2011-12/2012,0.600484736,0.129969763,0.078766017,0.003631077,0.030558616,0.084152589,0.05666604,0.015771162
27,2012,1,12,1/2011-12/2012,0.646760042,0.109681739,0.06691034,0.005414867,0.029980756,0.08162918,0.045751502,0.013871575
28,2012,1,12,1/2011-12/2012,0.634325491,0.111226599,0.070333226,0.006235882,0.031448134,0.09505469,0.037529505,0.013846473
29,2012,1,12,1/2011-12/2012,0.639220182,0.108806448,0.071087129,0.005747685,0.029512291,0.10015238,0.032058934,0.013414952
30,2012,1,12,1/2011-12/2012,0.649203595,0.103552996,0.068906221,0.006345416,0.03371237,0.099225687,0.025853812,0.013199904
31,2012,1,12,1/2011-12/2012,0.656462845,0.099687423,0.063578123,0.005327457,0.03389321,0.099821016,0.029563343,0.011666585
32,2012,1,12,1/2011-12/2012,0.658194133,0.101071866,0.058758738,0.005209348,0.036180389,0.109339405,0.020642034,0.010604087
33,2012,1,12,1/2011-12/2012,0.657701389,0.100995751,0.066653956,0.005278187,0.03647974,0.105286996,0.016178921,0.011425059
34,2012,1,12,1/2011-12/2012,0.662275182,0.096424248,0.059416854,0.005470654,0.041265533,0.108187099,0.016150171,0.010810261
35,2012,1,12,1/2011-12/2012,0.663291103,0.094605832,0.062286504,0.008094414,0.036332624,0.107786994,0.017377517,0.010225012
36,2012,1,12,1/2011-12/2012,0.659576287,0.09852331,0.062482999,0.007609341,0.036434154,0.113756959,0.012849753,0.008767199
37,2012,1,12,1/2011-12/2012,0.660584964,0.102209395,0.057747187,0.005533026,0.046786535,0.103400227,0.012605183,0.011133482
38,2012,1,12,1/2011-12/2012,0.66802751,0.105162322,0.054737979,0.006546869,0.04490868,0.099553287,0.011357638,0.009705714
39,2012,1,12,1/2011-12/2012,0.676978998,0.100145793,0.054676868,0.00578138,0.049205759,0.096076443,0.009489595,0.007645164
